406954821823,84856180488,488239565032,-548523846056,358257765543,358424835713,-142517428149,204887663566,137545280047,124466071840,
21835648632,50634732146,-338678437937,-177981628695,-125829499109,-308134650418,-463665380,497611599801,265156261838,149834040992,
-206088177836,-66392346681,50231725824,-319888991110,-448073995215,-435006509773,-430000955676,174781121625,-117200328785,262492305273,
132142479260,-139971194337,436815447316,-281112649935,451777858165,-10250056532,-199795973876,-357359192734,248294962499,231984767599,
-431624379787,-216495562388,-387681843315,220840280387,318537689509,-486841726106,-325122691870,-397255035352,177343286999,-67596238542,
-178699071307,-256216384843,321863022064,-116757173692,-472638506431,-199946035185,-332135803466,-249179401292,-261690047115,442631868567,
49183023425,68973429203,181899695943,-108990502252,7603879206,-222379991170,-331451932467,-307696624034,-459518105114,-164765322569,
281945862841,502519362663,-198769892850,308729562619,359436087499,263245819011,-40663828678,-329669941417,354886042849,-322869112750,
84882917762,77995745391,-64601402785,15297231241,-93591409845,-403350767588,-306675852472,-49649782710,243683509965,-540570247433,
-183068439723,345191932775,142693109173,532728900881,341204402488,34803046619,235798579962,-15457726723,364009506896,-235244610342,
