-299470929395,-26579311195,418607642529,-63505440752,421161784760,18175725154,302555927520,-249692831882,374702709177,-458261133588,
-521805823513,414198987062,-518891175225,410630638319,-232004145417,232468820764,-153618395803,-541293605352,-271754366570,15646264038,
343800064312,-29551312468,76979742597,-137923103753,520281522294,93086226829,-474079865903,514702622985,507881342894,-429696544226,
-168817965285,-251407885328,-547271900975,412069264787,358030290984,-230459985543,-261529787568,322254972777,378034232402,-546614725234,
326857689450,-459608563912,-391769282957,-454354431961,285327760198,-176211162355,356654204028,228351798805,527601810366,-295015944874,
-46848403490,464183913639,294587784744,-275442176405,292749915488,-528061070313,-498860718759,-120943154586,-160574694035,-523592539682,
210909474702,219757521140,-429931592083,548403467693,356849344859,-205752652374,329946173527,107022626591,33109873969,22162844852,
-531136163521,108876410631,82601062502,396215262663,406639413435,312857068457,-165462013038,508661694273,74833393491,74511920254,
327942139548,-543387021356,-111839452066,-518553371255,-536633565401,-13482882227,448026008505,254756331372,-3278555935,214324249181,
-338800516429,183685698354,316292990274,418295204805,-146433385827,-308834825011,-232803205079,181140380715,-379728590596,211759520387,
