77881894975,226151916339,-156697589832,-254614097198,443660809152,331824519207,-502119468721,-290167995779,217278389140,412371675345,
207711468278,-340997525988,-204821361765,-13824796444,316128936430,433830737507,-535981432345,390796769407,257436350899,21142188961,
230907325796,440960216300,-21179290161,236549864120,164179812365,193662784219,17784491336,202667609714,-479389840509,-491579944056,
-318387171060,55612776726,126691446851,261332164622,21522941492,-444766440769,-169483051918,-378792283514,-384001031529,200630949113,
-380706545016,344728692100,-548409692288,-479723758694,-400541322492,-205791899502,-33863745531,-127884994266,243660019276,-89904499184,
205328938574,-224349632592,270381162625,225631059674,-168960570081,150058539242,-131809962257,-211815957077,-254446284705,-379734989975,
49176589234,-289900004237,-535142539992,112140018403,-13207469101,119198870184,-202914159867,-319980755838,-517227836739,67209348256,
-163235985460,403266477964,133855736254,25961072173,-443263738643,367815024983,148886907272,301879680097,494429035419,-449059137439,
292374087381,-427789143341,-8255595746,-268804373660,330647858790,-31950264132,76665992602,-318733070302,-4500031159,14046298737,
-206802286163,-76246019903,283898343786,80920998289,153481428912,218681424025,178462390631,270627733210,-281082302866,-177535205582,
