534708793991,542612598618,314171353517,64152359920,-110430024471,39080681119,-548731777588,-267911858192,-384245779179,538257178755,
246954633899,-180852787854,7628110184,-396425073324,-530249643793,-100479943874,33289322976,386988825373,319868739909,392661413550,
-436767177130,-411260725891,62686873151,515065685477,278686672938,-242571392618,73568855962,197339436180,-279085455568,458280869514,
-380210201757,260037535156,336514294591,152965547108,-303836742474,-338457994214,-540695424029,-91439482171,-179703662056,-11060710355,
-307310743028,267557102068,-504252089877,205831827806,161444385436,-416548750165,-262970469075,-305662107706,-283312033451,116749298999,
226650745281,-157760840993,-263849859077,446223954087,-354336715498,57822759988,304144097661,-209202146559,280852834232,114906366475,
28778416177,-408636155404,364242256919,273869680399,20186754772,332346729146,-371405906489,158422998042,-149309530512,-216297005714,
89434555563,-152786767407,-15539689451,-390663895708,177161997458,-190384938676,-20911872961,459330700446,240495207533,227420731054,
339256383410,379189517764,-43559743744,-108713927998,-139773415047,8797294003,462136104478,96148264945,-3595149707,-379904251196,
33763413877,-74397142675,-517010426414,-169951261202,-418163008278,-429320104286,-463940874441,-385791043696,-266201714741,-364691957055,
