-156377342082,-157091129355,33868542691,99460464538,-20732356073,2813077601,292323980702,433144166177,328277931509,-298681521553,
-146672736116,-159506690415,482852038141,95565381700,131220385400,-278392581984,-476836125523,99617136570,-285212548102,509532439201,
178412988161,-441777875522,-29016522200,-319229727579,-388278144977,-51995947444,280871459898,-425556907568,341739153263,-211405123543,
-502179096550,-485148645500,-484911353278,-2096038539,319882076677,-83727416676,-530811273009,173703504993,-262147913626,463865685006,
102969714985,519838415657,342158057541,-337569501768,-472269043476,-427782030323,-386592030364,24503038336,369047003052,-49679765140,
-354291712808,182788766071,-101669387393,72293392323,298723074900,-341447964274,529689070432,364684081049,-257798023571,-343737274184,
-183538474334,-452268935810,220924714908,-118362274387,-164331083291,218792563482,448721758081,-460411795015,268864500379,374806618568,
-517017380149,-12343469556,520371915871,95739175800,378525571793,-364288924422,135455653029,-510482670124,-370822827431,-330830605246,
-19427600081,-536738376546,537154194782,543736130316,-159082869009,43807207186,-302373380265,-431873526627,-229508062963,-465329284001,
-522468709769,83038666469,-289933151957,169603880185,-85723209190,-422836419603,-40457391866,-460324688415,470418019017,-125967964686,
