154751044179,269964711565,-288708036643,277957960913,-241673347972,-106929243458,523282233702,-230104866860,126693320334,359453460619,
411564065659,526941923230,318148003902,-488863970405,277129497236,242279704125,129485165948,-344584141815,409623860868,148854672878,
225766069138,-296111442497,-80337616167,362474339118,405707267071,275933771672,-310742621106,465678263490,-8207618804,-500535882292,
-135387172867,358324548822,-52220402032,-337803230665,-173386212409,388381604002,471610619666,-392058409759,-471989403464,497999010711,
-396584688888,195140893382,-485500991735,149089805853,512854865783,192337634833,157540999229,-172599891605,288997965405,259344071644,
-306317222620,-407708008362,216420143988,188842875183,457513638407,133008224958,-328375941244,81490337353,-296620598519,-542289364990,
-48464613864,-335872124185,-543497875972,504202230241,-536447930048,456279754317,-508221820036,271066747911,76223638361,-190869147477,
-112486669216,429415742277,-153518663133,217295112402,5648978751,481661156215,480101020285,-114758539461,-487301183623,233655657478,
287814230519,-252123026251,408801213380,-340911952723,363230654226,-88852567185,-428169526934,-471131544871,-16026609900,50658919551,
217126711047,-202213925171,-499970511342,408763464644,-408479479815,69074120336,378160160542,92682929796,-141650410350,-376371755567,
