143176344848,65170694494,99792347442,-436962393561,-63627696213,-20789910137,-407834724306,-497648677546,219155931802,-327581585824,
-431704915676,-382085023559,16919939826,-213937668255,380912172863,170223073297,184547272203,-161032659798,-387119353741,-247550438249,
-81976792134,130412842543,251167238510,-196738470939,-443955064461,-293876227343,484607459461,-413692429949,-512334394633,383703887845,
455779092812,99801387110,-217288849705,-260714674517,124659079800,450988915869,-56779076077,-12823240601,-205848068488,495443166714,
78946811878,214400253258,244182541883,-251519923244,416337618645,-92637811927,-31742669336,-303494151380,-112684935629,-74742194173,
320996377939,107979101509,84217346708,-177999257999,-268125906184,160661460033,-425410232619,-4424274851,-328551621664,-452690119389,
-16317598249,-292131273489,412977723951,538022578915,62128603261,-82067475296,-339653343019,-483418746197,83240701597,-177950803516,
-501830311461,-534722594859,524833371483,-278313840408,532788809484,269603088673,206543943980,427366979275,-128386329172,455212139418,
202821367016,60253990009,-371253370423,-386745366560,-418333322308,-130117063832,238030257971,303606776545,-307784928450,-181661745931,
506817052750,324332026691,47623409839,198209628903,65788871326,492011899198,-268240340189,-47091690359,-29733819215,-468464137690,
