1047,-4622,-11599,-11813
-2399,-12820,-23238,-15140
154,-469,-234,9060
-2038,-6330,-4817,4087
-3569,-4279,4951,15087
-15357,-28689,-15051,5833
-1368,1338,21694,12169
8577,23728,31193,4290
7369,9533,8342,6195
-4926,-4649,1437,14505
-3700,-8056,3339,13144
2367,4357,12109,4399
3927,1604,-2479,-2671
-1607,-5284,-9107,-2481
-4374,-15720,-15048,-14535
-1215,-2715,-11700,-12777
-5615,-1034,-3313,-8529
-8336,-14172,-14724,-19375
-180,8521,198,-9686
-1210,-4405,-20073,-5624
-818,4889,9019,13492
-3384,-1615,5038,12466
375,4876,15777,9662
154,6347,2894,-1573
-4030,-10930,-9801,-4388
14376,16054,2150,-1676
7624,2897,-1948,1594
-1204,-596,13088,8123
23,7383,5073,2787
4420,6689,-1114,-2460
-852,-7700,-13136,787
-1908,-7646,8349,11372
3079,394,117,-2067
-5842,-8556,-6930,4432
2255,6136,7389,7768
1831,2722,-7267,-380
-519,-4644,-7936,-7789
-1266,2897,6614,8825
-5238,-9201,-4558,-3346
-2369,-1312,-6597,-6763
1413,5721,5538,-4116
-9825,-2302,5873,-5099
-6505,3094,-9877,-17607
7149,7712,-24061,-6211
-1731,-5548,-10595,-892
-2292,-267,4251,20643
-877,-7125,-4509,12845
-793,-6350,1913,5875
-8758,-3995,-2139,-5249
-2622,1042,5230,-114
1397,4934,-7429,-4946
574,-12219,-17377,6731
929,-4199,-2912,2423
-2059,-217,12745,17065
4337,10868,14118,16048
7734,10742,6456,13675
-267,6704,18881,23278
-13595,-16633,-5847,747
1805,4229,-1943,-7753
9023,10308,-7554,-3208
215,-1051,2838,8181
5790,3280,-1974,-5897
4845,3827,-7390,-9822
1901,-1492,-5746,762
14192,19305,15664,3706
8341,10140,549,-9161
-4192,-3213,-3416,-1937
-6277,-2315,-147,-964
-350,1831,3974,-342
-6251,-4245,4005,-2410
-2588,5142,8714,-3280
1237,7036,-5036,-6717
1829,-6879,-12043,-5428
3071,9330,8497,18213
-1547,-10018,-971,13038
-1204,2192,14115,5976
-7744,-6923,-441,8483
-545,-4609,-407,-643
5132,1518,-5261,-7668
2589,-7775,-11966,-3651
52,17122,24933,18577
-15604,-29417,-32187,-21588
-1672,-5961,-14017,-9716
-97,-6859,-11218,-8206
-9237,-11080,-7723,1571
636,-7708,-11363,-6461
8276,6360,-2194,-1668
2337,-8920,-8880,-1982
776,1426,1544,527
10161,21973,29406,14145
4246,11324,9925,-13232
-772,-346,-7460,-22058
-1909,-4797,645,7436
5670,12593,20626,12742
4175,1073,-15383,-14784
7032,2585,-11133,402
-6646,-9597,-7613,3572
-14856,-19448,-10177,12703
-6632,-6758,6073,20102
-2260,2354,9768,7504
5097,5997,-11,-6848
-3736,-5436,-12583,-7719
-1532,-409,14124,7667
-223,6972,-272,-7938
346,6110,-538,-8089
-6459,-16649,-30354,-23241
-7063,-13873,-15496,-880
-9389,-10513,1586,11876
-5362,-1267,-2677,-4558
6839,9734,1761,-11621
2964,238,-17204,-16920
-6117,-19496,-22275,-3801
-12873,-12260,108,11165
-8229,-10172,1256,-1608
3861,14218,5149,-9373
4685,5030,-14738,-4112
-16012,-23138,-22945,-10280
3023,7234,11414,6717
5488,6689,-427,-2379
964,-8314,-6323,-436
-1356,3380,8782,6892
-11148,-17350,-19014,-18029
839,12720,21257,3519
4946,15407,692,-7689
-10327,-3700,7077,9779
-4849,-10802,-13376,-8013
421,1199,-4028,-8459
2428,-1475,-4664,-5480
11835,10776,1039,-2197
11901,7240,-12653,-11267
3620,-7307,-13290,1166
-1910,-6269,10884,12731
-502,-10097,-17970,-18607
3695,10705,10566,7750
-4587,-6489,-8103,3335
-2556,-4194,4838,9422
-13675,-33609,-41321,-21765
596,-7817,-15770,2739
3375,-5290,-1454,19355
4484,503,11857,17895
-7594,-12334,-6391,-958
1472,9208,21721,5567
2949,6755,5818,-22315
-829,1384,-18247,-32957
-2245,10328,13779,7276
506,8247,3766,-18309
5065,12005,-21714,-34499
9327,-3374,-45980,-7011
-52,2275,2640,1833
1453,-8578,-19578,-13220
400,-9126,-18187,-2132
-1457,-11773,-47,10318
-102,5059,12411,12686
-2372,1210,5272,879
7330,12860,-2510,-1799
15149,8936,-14185,10807
-6354,-24021,-23891,-12431
-504,-685,7935,9989
3206,11074,25333,16617
9018,22265,20912,8750
-1247,-4347,-7759,-4804
-1420,-7856,-16740,-3875
-558,-7190,-10282,14294
-966,1225,17852,28209
-6310,-4397,-1587,-1496
-9630,-649,15764,10435
-1957,15628,13607,-3826
4400,9447,-15758,-15321
7358,15643,8606,-1810
-9683,-11258,-6145,5011
-3120,-8232,-11895,8124
1742,-10662,-6093,7125
14118,19762,11546,-6821
9038,7872,-13047,-28084
1754,-6037,-31594,-17785
2984,-13674,-16953,8692
-3225,975,2454,3175
-206,1714,10798,9207
1010,6309,15832,-44
-779,5685,4603,-13137
-7919,-8534,-3230,10000
7259,5552,3057,6976
3516,-325,2844,8069
-7007,-6606,12840,992
-5927,-14304,-21235,-14561
5575,1471,-6034,5586
