-204996129967,518130755387,-542020821750,76247674011,-499738118235,476161418757,-201413677720,-15695345677,493249210662,526853131974,
339973202553,226364706892,-499703937659,332458529390,-429461873113,-306452983333,268724876665,-244718229657,548547287535,-45597222715,
51906463790,293037530137,420215798373,481567936846,-220163463313,106708445230,497696245764,-348986350323,407203530512,-357577803178,
-243063786905,408273588458,530096106268,-205309688524,127851903112,-67424237544,389250217566,250335605264,-140811177958,278633960130,
-445153705530,-375062483161,287077249385,-227099776998,-450114524213,435100171239,-49931556342,-541263963239,279241027527,-316343076567,
150095581607,-475683306778,481123703741,-152041977846,200726762558,-530798707642,495225753588,-163308227857,256003960963,320065607035,
394389843813,249440461594,-101364255757,407736624338,-391718678245,267635589316,-476821298525,-523854071642,304648163261,-114409022472,
-505245519798,210785327470,-403935859995,-169697555965,30338196725,181487409537,-235919226005,351264558270,-192001872754,-474018769034,
-230288087518,-458924318911,-526586575113,437762344308,307635574127,320173861464,407304429544,108727978835,-296923919977,-6254877621,
293432856443,22066490558,42454572672,-231736701548,291908726181,-28877941699,276880439003,-106251210544,-120435743486,-466599454912,
