204532991274,-67365814066,-150173857575,-136153893741,-520662363610,-241100206084,58865919581,-404911929043,-217296595245,421310954894,
-377195004896,-113262227162,192204750612,369597637112,-107650988953,-548899765184,464041112092,239575587011,-215023966960,90273316440,
152724036828,-361318696369,-341214079415,242235933577,448780398351,205578917419,158295997008,238378452937,192584068718,437823486626,
413544882494,309944601739,-475343897841,423434995910,-204664976725,522735616009,-395196857186,315515980981,91358428831,-385180285748,
304785400535,31168220013,436022656107,-306080600429,-522947764997,-164540570214,-354205940025,-476819889952,-259399570858,-352716100248,
91827776723,186189232505,261405114880,-2288693144,-511521076651,-326200797258,-399238917409,-293126651413,-369864568539,-19014648162,
220163686549,-19235156367,487389045944,182707002248,-486452238427,-118974974146,-419425657774,391751629569,460065870307,279817335665,
-495090698521,83158437398,-512904620552,-95007842109,-170321178387,-274897566083,397088228230,-478094127241,298637392318,186341512320,
86321391473,-345736732453,446776856826,78313822656,-398697613006,311679239487,184599725619,-299140661180,-75070933782,-277481384969,
-49942501925,-24099142833,-93461898093,378286465564,-471611602626,-435431686410,216415230981,-376057307250,-228009162234,-202718817972,
