517627401584,-364625859078,344036510698,-122471781439,78631486027,-224286325892,48597683185,-387483519591,-500014503812,218332834702,
29677493105,446742660773,149605897886,467816124292,515000691416,-522860614875,-277893781425,-327830866729,238975112187,468826508742,
527165756402,385095010604,340293371491,-220036166208,343841569877,-447606990915,-367391199873,400354969743,-493974760107,323250282856,
-488022876022,338522280583,-136394777850,-169316107589,-201721536728,-219518072110,414874215362,-216285187991,-125308332628,-13868627282,
133718705423,-118320758470,175650189427,-382291925065,-523870554844,212069755264,-90839605746,-443486741748,-474339426573,186169465070,
-109941498839,168376884931,-209873715021,-384938617110,524018806091,450627206254,301466999436,492059229852,151090841780,-98584238800,
-270981720144,-347712329513,-21766109730,-355291762555,-386540392164,326432656948,245123239981,25332712900,-290229977257,245000790887,
261807538577,-105930194310,175285639375,225840729940,343807146927,247186335472,-82431885696,-135009818554,379069452780,-203559065470,
85708014869,320823515795,-100900288168,-518661215235,507687607016,-9113848079,-460866800573,-86229407409,217659040179,-304906493073,
526937579481,37813258520,310016694855,153455280712,114982297537,387709273657,-93215979384,235555675353,-162582538653,-530129400619,
