155789716256,44847547182,-58324986042,495403996878,138821414758,-469848262578,395249304195,-159160348083,-22320082796,-176287100123,
192883426366,16836456481,-466999159102,115194125313,-112795268844,-255849199450,115148963806,97090787119,-323724043057,-44720078627,
-64613507282,-119752646953,-174647660303,-419142279998,430188718916,447911855074,-114393732987,-69040684521,47267614150,-345147579244,
-112014182381,402637709555,-149356242498,30448071289,20654234060,342966980089,528709580660,25906480947,-169233280226,293070800881,
86471683146,-253743642876,-423864424699,294277513254,13900411264,312582308478,498483641510,-78967463730,-30034316731,225637357496,
-424945867838,-317605310479,-286490554056,-454687976723,313215926808,208856996743,-441707021939,373602662206,-166958397959,-101090267697,
-134674646806,-512884666332,-96431967944,-441303670430,116546635770,-540692803973,-282659228638,-121593462636,97891148053,12875152789,
209479461370,300302087670,196714402252,205509693576,-397585392238,359436925663,130100472645,37081091921,-53289182449,459390809848,
-110862158926,200895154975,-479404876545,-193947191105,-445115412051,-332271239015,-354875569828,336233303427,-377331255794,544165529605,
533144264628,268108038761,-99236533391,-457235316538,132269539490,-30498746775,-281761644010,55700864085,-95452935018,-504278422963,
