56419255141,541264532472,-251688512847,-374137377204,-194407893472,83447815879,-524306335685,-83531904870,-133855116539,538349159663,
259767334426,326565799906,-122947229378,-374778976804,498281395794,512701963967,-273228954850,-337855192859,-23523110178,-66241890466,
249037145965,-466607512369,-383015131636,-12449059844,-288148081232,238338613739,-94094835532,333395269577,382415822924,526337584852,
188156796364,-511011105709,434998964093,4185001896,69893087555,323324399403,381426493624,521696467304,419902964841,513419047519,
-502815842404,282414183547,96125506239,505087177890,-104335107816,-276793945441,-259696066158,288494568721,537830794670,-175244989815,
254891590934,164907799917,492160787522,421773579605,50863719815,98650017568,510336308193,123166747907,175191186714,-529774464480,
263924882966,445820285583,-241380432917,-241359043448,281403326037,24179118592,282347967121,-5978709787,-513415330040,176737589475,
-249704010758,200117046133,257247663982,-509558116174,296384081591,-380986863625,-30510146261,381753542639,-298959698087,268423128965,
79907925263,34764286357,-465346534783,121915555255,-299081650823,245824877580,341904324418,297579049587,14935786224,-442868110995,
-240724383559,12255071536,154111605054,426900476826,-443588303714,203522851415,267830835802,521190759178,-252411163317,389298450055,
