-48715750489,501978165620,-462764203189,-67513559437,-36143777661,107730124935,-21315008558,-278281111038,-448839585467,-152441618069,
326517824030,-17293257625,-339623300580,43816020163,-101153869897,58274179373,-536912034262,308025036545,479206071508,426154581970,
6582401748,351138183051,139958453442,499971663509,7032903012,363432668898,-390430772933,288271244660,493721262151,-155419738652,
205003510416,183073584984,477559097519,485745716650,255755238588,273129457200,-21221202084,-463287300171,117532189028,11043715566,
-510081911227,379381137055,-421806847105,-278918680690,-538831535010,343680280243,195834360760,65082562020,-252269600608,-61912529945,
-207142766710,173216532045,-153844061166,-35689154414,369343159648,141153667002,-211954505435,381866411590,410842290980,467627639477,
-71943736019,242557324569,-291195741715,-107536961473,-492282288455,521392781408,523756963744,-311623963441,-523210427718,-190098422565,
462153628876,-236004454884,236849483672,395487351199,-346341427439,473097904720,-95275950543,544841752996,-52217048334,-439824449430,
-107557333504,-104954231234,143347207563,-198758211231,30816379747,-63282392058,-67745692318,336479454565,433157651282,-444101655658,
-125199969242,-66342245247,-501167190638,-269820031135,-399305016236,447650316785,-217299358156,317283652342,-466624206211,259570009957,
