1745293585,-421043883124,114315412674,71987401939,-40227634004,151111484727,263121811429,123392064907,127012801689,65376827611,
12048869848,-33790462073,176736173138,257638837564,255693388721,-28943150451,422141500289,-518655836860,-50689087019,-237268360637,
51353903742,-99447925029,-31471697847,393788826511,-185652689396,187125441081,-384974758267,135320518791,-374070760328,114565092553,
130374606493,30783192849,158008382216,-77004011985,419457705539,-533369380161,42610339350,-177621648164,-131651178902,-358773134673,
169001447590,545323143232,480810513168,-497905163980,-257747462103,-197831650285,304931408748,382925330747,-38642687807,9974909109,
-163329045176,-74979474041,345538961363,14618151027,11860275500,178942902990,-224270805322,-370372980416,-187020784027,-219555561198,
-345203952942,30270237785,468832427492,245243168569,72681445408,454374803196,497305299166,174373502213,-422112287928,-187514132219,
-126439953406,-236210105435,80233658375,275836082540,542241994023,-490345456687,-486024038356,323247200384,333368807507,227218927363,
51011262060,260818883547,245586588634,349777596984,335548382421,194833345859,-285628499874,-156128795978,-51751530247,200515124441,
-324166318233,-462997471502,202394512164,-499129597602,65655026717,225166640304,91925598892,-328744211342,-75055062118,355950039647,
